,City,Place
1210257,Pune,Gurudatta Temple
1210259,Pune,Gupt Bhimashankar
1210267,Pune,Harkirat Singh Theatre
1210268,Pune,Hanuman Lake
1210272,Pune,Harakadas Vidya Mandir
1210287,Pune,Ishanya Mall
1210305,Pune,Inter National Institute of Fashion Design
1210307,Pune,ISKCON NVCC Temple
1210314,Pune,Induri fort
1211100,Pune,Jangali Maharaj Temple
1211120,Pune,Joshi's Museum of Miniature Railways
1211140,Pune,Jambhulwadi Lake
1211153,Pune,Jedhe Maruti Mandir
1211180,Pune,Jewel Square Mall
1211188,Pune,Joggers Park
1211195,Pune,Jijamata Balak Mandir
1211206,Pune,Junnar Caves
1211238,Pune,Junglehood
1211257,Pune,Kanifnath Temple
1211277,Pune,Kakade Mall
1211280,Pune,Kalubai Mandir
1211297,Pune,Kasarsai Dam
1211325,Pune,Kasba Peth Ganpati Temple
1211334,Pune,Katraj Jain Temple
1211553,Pune,Khadakwasla Dam
1211603,Pune,Katraj Lake
1211619,Pune,Kavadi Pat
1211796,Pune,Khandi Waterfalls
1211809,Pune,Kirkee War Cemetery
1211879,Pune,Khunya Murlidhar Mandir
1211882,Pune,Kilbil Balak Mandir
1211905,Pune,Koregaon Park
1211920,Pune,Krushnai Water Park
1211970,Pune,Krishna River
1211990,Pune,Krome Mall
1211998,Pune,Kumar Pacific Mall
1212044,Pune,Lal Mahal Chitra
1212049,Pune,Lavasa International Convention Centre
1212059,Pune,Krushnai Water World
1212346,Pune,Laxmi Road
1212413,Pune,Laxmi Mata Temple
1213207,Pune,Lifestyle Mall
1213212,Pune,Madhe Ghat
1213221,Pune,Mahatma Phule Museum
1213228,Pune,Liberty Theatre
1213241,Pune,Malshej Ghats
1213274,Pune,Lord Ayyappa Temple
1213290,Pune,Madhusad Ganpati Mandir
1213313,Pune,Mahasoba Mandir
1213343,Pune,Malhargad Fort
1213831,Pune,Manas Holiday Resorts
1213862,Pune,Mayur Baug
1213872,Pune,Manikdoh Dam
1213898,Pune,Maratha Mandir
1213910,Pune,Mayureshwar Wildlife Sanctuary
1213928,Pune,Mathew Marathi Tamil Church
1213932,Pune,MCA Cricket Stadium
1213978,Pune,Meher Retreat
1214030,Pune,Moreshwer Ganesh Mandir Temple
1214043,Pune,Morgaon Mayureshwar Temple
1214088,Pune,Meterwave Radio Telescope Facility
1214138,Pune,Mulshi Dam
1214208,Pune,Mula Mutha River
1214237,Pune,Mata Amardevi Temple
1214488,Pune,Nagraj Mandir
1214576,Pune,National Defence Academy
1214896,Pune,National War Museum
1214965,Pune,Neelkantheshwar
1215018,Pune,Nayana
1215027,Pune,Navlobanath Temple
1215037,Pune,Needle Hole Point
1215052,Pune,Nitesh HUB - Shopping mall in Pune
1215060,Pune,Nitesh HUB
1215099,Pune,Nilkantheshwar Temple
1215111,Pune,Nucleus Mall
1215130,Pune,Ohel David Synagogue
1215138,Pune,Nutan Balvikas Mandir
1215164,Pune,Osho International Meditation Resort and Guesthouse
1215226,Pune,Osho Teerth Park
1215275,Pune,Navgrah Shani Mandir
1215505,Pune,Pandit Bhimsen Joshi Udyan
1215528,Pune,Padma-Mani Jain Temple
1215833,Pune,Pashan Lake
1215905,Pune,Pataleshwar Cave Temple
1216276,Pune,Pawna Lake
1216366,Pune,Pavna River
1216494,Pune,Peshwe Udyan Zoo
1216508,Pune,Phoenix Market City
1217088,Pune,Phule Market
1217102,Pune,Prathamesh Farms & Agro Tourism
1217122,Pune,Plus Valley
1217126,Pune,Pimpalgaon Joga Dam
1217154,Pune,Pune Central Mall
1217156,Pune,Pratishirdi Shri Saibaba Mandir
1217179,Pune,Pune Okayama Friendship Garden
1217183,Pune,Premal Hanuman Temple
1217222,Pune,Pu La Deshpande Garden
1217255,Pune,Pune Junction Railway Station
1217630,Pune,Pune Tribal Museum
1217642,Pune,Purandar Fort
1217662,Pune,Raja Dinkar Kelkar Museum
1217747,Pune,Radhika Bhalerao
1217766,Pune,Raj Kapoor Memorial
1218180,Pune,Rajgad Fort
1218402,Pune,Rajiv Gandhi Zoological Park
1218452,Pune,Rajgad Waterpark
1218811,Pune,Ramdara Mandir
1218829,Pune,Ranjangaon Ganpati Temple
1218869,Pune,Ramambika Mandir
1219144,Pune,Royale Heritage Mall
1219170,Pune,"Saint Tukaram Gatha Mandir, Dehu Gaon, Pune"
1219172,Pune,Rasai Devi Mandir
1219174,Pune,Ray Art Gallery
1219175,Pune,Rightwood
1219183,Pune,Sambhaji Maharaj Samadhi
1219193,Pune,Saibaba Mandir
1219198,Pune,Sahyadri Wildlife Sanctuary
1219215,Pune,S Mall
1219218,Pune,Sahastra Budhe Mandir
1219230,Pune,Sant Dnyaneshwar's Samadhi Mandir
1219273,Pune,Sambhaji Park
1219289,Pune,Saras Baug
1219426,Pune,Saras Garden
1219434,Pune,Sarasbaug Ganpati Temple
1220020,Pune,Seasons Mall
1220100,Pune,Sardar Holkar Shiv Mandir
1220104,Pune,Sausage Hills
1220107,Pune,Satyavan Maruti Mandir
1220178,Pune,Sentosa Water Park
1220260,Pune,Seven Wonders Dream Park
1220270,Pune,Sgs Mall
1220418,Pune,Shaniwar Wada
1221397,Pune,Shinde Chatri
1221455,Pune,Shantivan
1221468,Pune,Shree Chintamani Temple
1221481,Pune,Shitla Devi Mandir
1221530,Pune,Shree Chardham Mandir
1221532,Pune,Shivaji Maharaj Museum of Indian History
1221582,Pune,Shree Krishna Mandir
1221587,Pune,Shree Moreshwar Temple
1221589,Pune,Shri Kashvishweshwar Temple
1221595,Pune,Shri Mahadev Temple
1221605,Pune,Shree Mahalaxmi Mandir
1221618,Pune,Shri Dattatray Temple
1221621,Pune,Shri Satya Sai Pandurang Kshetra
1221635,Pune,Shri Mahalaxmi Mandir
1221700,Pune,Shri Mrutyunjayeshwar Temple
1221736,Pune,Sinhagad Fort
1221776,Pune,Shri Amba Mata Mandir
1222006,Pune,Shri Subramaniya Swamy Temple
1223383,Pune,Someshwar Wadi Temple
1223401,Pune,Spot 18 Mall
1223406,Pune,Sri Balaji Mandir
1224339,Pune,St Ignatius Church
1224345,Pune,St Xaviers Church
1224348,Pune,Taljai Hill
1224397,Pune,Surya Mukhi Gurudutt Mandir
1224404,Pune,Tail-Baila Fort
1224420,Pune,Tamhini Ghat
1224486,Pune,Temghar Dam
1224504,Pune,The Pavillion
1224530,Pune,Tilak Smarak Mandir
1224535,Pune,The Church Of The Holy Name
1224536,Pune,Temple of Narasimha
1224538,Pune,The Hidden Oasis
1224551,Pune,Thokarwadi Dam
1224563,Pune,Torna Fort
1224573,Pune,Tilting Art Gallery
1224578,Pune,Studio Kaleido
1224585,Pune,Tinmukhi Mata Mandir
1224615,Pune,To the Glory Church
1224652,Pune,Tulsi Baug Shopping Market
1224704,Pune,Talajai Hill
1224718,Pune,Trishundha Ganpati Temple
1224727,Pune,University of Pune
1224957,Pune,Vetal Hill
1224977,Pune,Vandevi Mandir
1225021,Pune,Varasgaon Dam
1225027,Pune,Visapur Fort
1225097,Pune,Vikram Pendse Cycles
1225110,Pune,Vishram Bagh Waada Palace
1225114,Pune,Western Ghats
1225174,Pune,Wadkar's Agritourism
1225180,Pune,Vishrambaug Samaj Mandir
1225221,Pune,Westend Mall
1225312,Pune,Vimal Garden
1225418,Puri,Alarnatha Temple
1225451,Pune,Yedgaon Dam
1225481,Puri,Baleshwar Beach
1225486,Pune,Withlovenregards
1225499,Purbasthali,Purbasthali OxBow Lake -Chupi
1225503,Puri,Advaita Brahma Ashram
1225511,Puri,Baliharachandi Beach
1225518,Puri,Baliharachandi Temple
1225534,Puri,Balighai Beach
1225551,Puri,Balukhand Wildlife Sanctuary
1225560,Puri,Bedi Hanuman Temple
1225599,Puri,Chilika Lake
1226792,Puri,Chilika Wildlife Sanctuary
1226994,Puri,Daring Badi
1227007,Puri,Daya River
1227031,Puri,Gundicha Temple
1227111,Puri,Govardhan Peetham
1229774,Puri,Kanchi Ganesha Temple
1229797,Puri,Konark Beach
1229813,Puri,Jatia Baba Samadhi Mandir
1230417,Puri,Kuladananda Bramhachari Ashram
1230424,Puri,Markandesvara Temple
1230465,Puri,Narendra Sarovara
1230475,Puri,Nalabana Bird Sanctuary
1230485,Puri,Puri Beach
1230512,Puri,Mata Matha
1232433,Puri,Puri Light House
1232477,Puri,Raghurajpur Artist Village
1232852,Puri,Sakshigopal Temple
1232902,Puri,Ratha Yatra
1232986,Puri,Shri Gaur Vihar Ashram
1232988,Puri,Sri Sri Sonar Gouranga Mandir
1233023,Puri,Sudarshan Craft Museum
1233029,Puri,Swargadwar Beach
1233412,Puri,Vimala Temple
1233456,Puri,Wonder World Water Park
1233463,Puri,Varahi Deula Temple
1233498,Purulia,Ajodhya Hill and Forest Reserve Area
1233576,Puri,"World Trade Center, puri"
1233619,Purulia,Baranti
1233709,Purulia,Khairabera Eco Adventure Club
1233718,Purulia,Murguma
1233748,Purulia,District Science Centre
1233767,Purulia,Saheb Bandh
1233790,Purulia,Purulia Tourism
1233849,Purulia,"Zazen Spa, PearlTree Hotels & Resorts"
1235130,Pushkar,Old Rangji Temple
1235203,Pushkar,Collector's Paradise and Vintage Art Gallery- Mr. Ashok Tak
1235214,Pushkar,Pap Mochani Temple
1235224,Pushkar,Pushkar Camel Fair
1235386,Pushkar,Pushkar Lake
1237531,Pushkar,Pushkar Ropeway
1238088,Pushkar,Shiva Textile
1238133,Puttaparthi,Anjaneya Hanuman Swamy Temple
1238140,Pushkar,Shiva textiles
1238145,Puttaparthi,Chaitanya Jyoti Museum
1238188,Puthuppally,St. George Orthodox Church
1238242,Puttaparthi,Prasanthi Nilayam
1238252,Puttaparthi,Gopuram Gateway
1238385,Puttaparthi,Sri Sathya Sai Space Theatre
1238391,Puttaparthi,Vata Vriksha (Meditation Tree)
1238402,Puttaparthi,Sri Sathya Sai Hill View Stadium
1238412,Puttaparthi,Sri Sathya Sai Mirpuri Music College
1238445,Puttaparthi,Wish Fullfilling Tree
1238465,Puttaparthi,Venugoplaswami Temple
1238499,Quepem,Palacio do Deao
1238519,Puttur,Sri Laxmi Venkataramana Temple
1238523,Puttur,Aithal Snake Park
1238524,Qadian,Vibudhah
1238525,Qadian,White Minaret
1238540,Quepem,Nagesh Jungle Resort
1238577,Raghunathpur,Joychandi Pahar
1238610,Radhakishorepur,Gunavati Group of Temples
1238618,Raebareli,Behta Bridge
1238627,Raebareli,Indira Gandhi Memorial Botanical Garden
1238646,Raebareli,Samaspur Bird Sanctuary
1238657,Raichak,Diamond Harbour
1238690,Raichur,Raichur Fort
1238707,Raichur,Shripad Shrivallabha Dattatreya Devastan
1238717,Raichur,Ek Minar ki Masjid
1238724,Raichur,Markandeshwara Temple
1238729,Raichur,Narada Temple
1238734,Raichur,Shri Kshetra Kuruvapur
1238755,Raichur,Sri Venkateshwara Temple
1238758,Raigad,Gangasagar Lake
1238765,Maharashtra,Janjira Fort
1238785,Raigad,Jai Bhavani Temple
1238800,Raigad,Jagadishwar Temple
1238809,Raigad,Garambi Dam
1238884,Raigad,Kihim Beach
1238894,Raigad,Kalbhairav Temple
1238928,Raigad,Kelzer Temple (Varad Vinayaka Temple)
1238937,Raigad,Khanderi Fort
1238963,Raigad,Jijamata Palace
1239070,Raigad,Kondana Caves
1239092,Raigad,Phansad Bird Sanctuary
1239128,Raigad,Morbe Dam
1239138,Raigad,Raigad Fort
1239178,Raigad,Kondivli Beach
1239206,Raigad,Pisharnath Temple
1239273,Raigad,Raigad Museum
1239294,Raigad,Shri Ballaleshwar Ashtavinayaka
1239314,Raigad,Sarasgad
1239324,Raigad,Shivthar Ghal
1239334,Puttaparthi,Sathyabhama Temple
1239336,Raigad,Shivaji's Ladder
1239338,Raigad,Shankar Temple
1239389,Raigad,Shri Varad Vinayak
1239452,Shrivardhan,Shrivardhan Beach
1239598,Raigad,TaKmok Tok
1239599,Raigad,Sutarwadi Lake
1239604,Raigad,Somaja Devi Temple
1239606,Raigad,Tamhini Falls
1239610,Raigad,Varsoli Beach
1239683,Raigad,Zenith Falls
1239690,Raiganj,Raiganj Wildlife Sanctuary
1239696,Raiganj,Burhana Fakir Mosque
1239712,Raiganj,Raiganj Municipal Children Park
1239725,Raipur,Ambuja City Center Mall
1239735,Raigarh,Ram Jharna
1239737,Raikot,Maharaja Duleep Singh Memorial Kothi Bassian
1239740,Raigarh,Gadeshwara Dam
1239754,Raikot,Gurdwara Sri Tahliana Sahib
1239756,Raigarh,Jagdamba Fun World
1239888,Raipur,Banjari Mata Mandir
1239913,Raipur,Chhattisgarh City Center Mall
1239967,Raipur,Bhuteshwar Mahadev of Gariaband
1239972,Raipur,Bharat Mata Chowk
1240032,Raipur,Colors Mall
1240042,Raipur,Gandhi Udyan Park
1240062,Raipur,Dudhadari Temple
1240109,Raipur,Ghatarani Waterfalls
1240202,Raipur,Hatkeshwar Mahadev Temple
1240213,Raipur,Jatmai Temple
1240233,Raipur,"ISKCON Raipur, Sri Sri Radha Rasbihari Temple"
1240292,Raipur,Kevalya Dham Jain Temple
1240312,Raipur,Magneto - The Mall
1240352,Raipur,Karbeshwar Temple
1240357,Raipur,Kuleshwar Mahadev
1240562,Raipur,Mahant Ghasidas Memorial Museum
1240582,Raipur,Mahakoshal Art Gallery
1240593,Raipur,"Maldevta, Picknic Spot, Dehradun"
1240627,Raipur,MM Fun City
1240657,Raipur,Maharajabandh Lake
1240715,Raipur,Nagar Ghadi
1240718,Raipur,Nandan Van Nature Center
1240772,Raipur,Nandan Van Zoo & Safari
1240805,Raipur,Naya Raipur Central Park
1240845,Raipur,Purani Basti
1240873,Raipur,Purkhouti Muktangan
1240915,Raipur,RK Mall
1240918,Raipur,Shadani Darbar
1240967,Raipur,Rajeev Smriti Van
1240987,Raipur,Shahid Veer Narayan Singh International Cricket Stadium
1241077,Raipur,Shri Rajiv Lochan Mandir
1241139,Raipur,Temple of Saint Vallabhacharya
1241146,Raipur,Urja Park
1241166,Raipur,Shivani Temple
1241195,Raipur,Telibandha Talab
1241208,Raipur,Temple of Ramchandra
1241211,Raipur,Udanti Sanctuary
1241241,Raipur,Vivekanand Sarovar
1241314,Raisen,Bhimbetka Caves
1241344,Raireshwar,Raireshwar Temple
1241346,Raipur,Wonderland Park
1241374,Raisen,Barna Dam
1241379,Rajahmundry,Godavari Bridge
1241382,Raisen,Raisen Fort
1241406,Raisen,Mahadev Paani Waterfalls
1241407,Raisen,Hazrat Peer Fatehullah Shah Baba
1241459,Raisen,The Northern Gateway
1241471,Rai,Badkhalsa Memorial Museum
1241553,Rajahmundry,"ISKCON Rajahmundry, Sri Sri Radha Gopinath Temple"
1241653,Rajahmundry,Jagoo Riders
1241655,Rajahmundry,Maredumilli
1241659,Rajahmundry,Jollyday Tours - Day Tours
1241661,Rajahmundry,Markandeya Temple
1241696,Rajahmundry,Mandapalli - Mukteswaram
1241702,Rajahmundry,Pushkar Ghat
1241782,Rajahmundry,Punnami Tourism & Travels
1241804,Rajahmundry,Sai Krishna Godavari Boat Travels - Day Tours
1241824,Rajahmundry,Rallabandi Subbarao Government Museum
1241853,Rajahmundry,Sri Veerabhadra Swamy Temple
1241863,Rajahmundry,Sri Ganga Tourism
1241866,Rajahmundry,Shanmuka Peetam
1241870,Rajaji National Park,Rajaji Retreat
1241900,Rajahmundry,Venkateswara Temple
1241909,Rajakkad,Green Nest Passion Fruit Farm
1241912,Rajapalayam,Ayyanar Falls
1241918,Rajauri,Akal Darshini Lake
1241940,Rajauri,Dehra Ki Gali
1241941,Rajauri,Manma Mata Temple
1241942,Rajgir,Ajatshatru Fort
1241945,Rajgir,Ashoka Stupa Peak
1241955,Rajgarh Gulahriya,Kachchi Kuti
1241956,Rajbalhat,Rajballavi Temple
1241978,Rajgir,Ghora Katora Lake
1241990,Rajgir,Bimbisar Jail
1242006,Rajgir,Griddhakuta Peak
1242057,Rajgir,Hiuen Tsang Memorial Hall
1242094,Rajgir,Pandu Pokhar
1242103,Rajgir,Jivaka's Mango Garden
1242110,Rajgir,Jarasandha ka Akhara
1242148,Rajgir,Jarasandha's Baithak
1242161,Rajgir,Maniyar Math
1242167,Rajgir,Rajgir Hot Springs
1242242,Rajgir,Swarna Bhandar
1242244,Rajgir,Sonabhandara Caves
1242247,Rajgir,Saptaparni Cave
1242274,Rajgir,Sri Guru Nanak Sheetal Kund
1242275,Rajgir,The Cyclopean Wall
1242289,Rajgir,Shankhalipi Inscriptions
1242292,Rajgir,Veerayatan Museum
1242298,Rajgir,Venu Vana Kalandakanivapa
1242425,Rajkot,Aji Dam Garden
1242489,Rajgir,Yesthivana
1242503,Rajkot,Analgadh Hill
1242515,Rajgurunagar,Chaskaman Dam
1242517,Rajkot,Community Science Centre and Planetarium
1242532,Rajkot,Avadh Palace
1242536,Rajkot,Asharamji Bapu Ashram
1242542,Rajkot,Bangdi Bazaar
1242554,Rajkot,Chandramouleshwar Mahadev Temple
1242558,Rajkot,Bhichari Temple
1242581,Rajkot,Bhootnath Mahadev
1242629,Rajkot,Funworld Rajkot
1242782,Rajkot,Ghela Somnath Mahadev Temple
1242798,Rajkot,Ishwariya Temple
1242828,Rajkot,Green Chowk
1242843,Rajkot,Hemu Gadhavi Auditorium
1242844,Rajkot,"ISKCON Rajkot, Sri Sri Radha Neelmadhav Dham"
1242900,Rajkot,Jubilee Garden
1242905,Rajkot,Jagat Mandir
1242918,Rajkot,Kaba Gandhi No Delo
1243005,Rajkot,Khambhalida Buddhist Caves
1243025,Rajkot,Lal Pari Lake
1243051,Rajkot,Mahatma Gandhi High School
1243127,Rajkot,Nyari Dam
1243130,Rajkot,Nyara River
1243141,Rajkot,Osam Hill
1243153,Rajkot,Pradyuman Park
1243173,Rajkot,Nava Surajdeval
1243213,Rajkot,Race Course Grounds
1243354,Rajkot,Rajkumar College
1243442,Rajkot,Rampara Wildlife Sanctuary
1243445,Rajkot,Ranjit Vilas Palace
1243450,Rajkot,Rotary Dolls Museum
1243460,Rajkot,Rashtriya Shala
1243485,Rajkot,Randarda  Lake
1243656,Rajkot,Saurashtra Cricket Association Stadium
1243669,Rajkot,Rotary Midtown Library
1243739,Rajkot,Shri Ramakrishna Ashrama
1243749,Rajkot,Sat-Hanuman
1243764,Rajkot,Science Museum
1243934,Rajkot,Shri Ranchhoddas Ashram
1243944,Rajkot,The Eldorado
1243956,Rajkot,Watson Museum
1243986,Rajkot,The Royal Garages
1243991,Rajkot,Shri S.V. Virani Multi-Purpose High School
1244017,Rajkot,Water Valley Resort
1244065,Rajnandgaon,Maa Bambleshwari Temple
1244075,Rajmachi,Shreevardhan and Manoranjan Peaks
1244080,Rajnandgaon,Indira Kala Sangeet University
1244083,Rajnandgaon,Mata Sheetala Devi Shakti Peetha
1244098,Rajpipla,Vishal Khadi Eco Tourism Centre
1244111,Rajpipla,Zarwani Falls
1244128,Rajpipla,Pathan Palace
1244130,Rajpipla,Munsab Biscuit Store
1244133,Rajpura,Nalas Mandir
1244138,Rajpipla,Hazarat Nizam Shah Nandodi Sarkaar
1244149,Rajsamand,Rajsamand Lake
1244180,Rajsamand,Anuvrat Vishwa Bharati
1244216,Rajsamand,Sanwaria Seth Temple
1244229,Ramanagara,Ramadevara Betta Hill
1244239,Rakchham,Rakchham-Chhitkul Sanctuary
1244278,Ramakkalmedu,Kuravan and Kurathi Statue
1244283,Ramakkalmedu,Tortoise Rock
1244286,Ramanagaram,Narayana Giri
1244297,Ramanagara,Shilhaandara Resort
1244307,Ramanagara,Skydream Adventure Services
1244338,Ramanagara,SRS Hills
1244355,Ramanagara,The Varadaraja Perumal Temple
1244357,Ramanathapuram,Adi Jagannatha Perumal Temple
1244373,Ramanathapuram,Mangalanatha Swamy Temple
1244383,Ramanathapuram,Lakshmana Tirtham
1244391,Ramanathapuram,Badrakali Amman Temple
1244396,Ramanathapuram,Gandhamadana Parvatha
1244400,Ramanathapuram,Five-Faced Hanuman Temple
1244421,Ramanathapuram,Kurusadai Island
1244432,Rameswaram,Adam's Bridge - Rama Setu
1244442,Ramanathapuram,"Ramakrishna Math, Ramanathapuram"
1244445,Ramanathapuram,Ramalingavilasam Palace
1244489,Ramdevra,Shree Baba Ramdev Temple
1244577,Rameswaram,Agnitheertham
1244893,Rameswaram,Annai Indira Gandhi Road Bridge
1245453,Rameswaram,Ariyaman Beach
1245565,Rameswaram,Arulmigu Ramanatha Swamy Temple
1247155,Rameswaram,Burial Place of APJ Abdul Kalam
1247235,Rameswaram,Dhanushkodi Beach
1248721,Rameswaram,Former President A.P.J. Abdul Kalam House
1249041,Rameswaram,Gandhamadhana Parvatham
1249482,Rameswaram,Jada Tirtham
1249502,Rameswaram,Jatayu Tirtham Temple
1249512,Rameswaram,Kalam National Memorial
1249601,Rameswaram,"Kunthu kal Beach, Rameswaram"
1249617,Rameswaram,Pamban bridge
1249647,Rameswaram,Kothandaramar Temple
1249683,Rameswaram,Nambu Nayagiamman Temple
1250181,Rameswaram,Rama Tirtham (Gandamadana)
1250268,Rameswaram,Ruined Temple/Church of Dhanushkodi
1250276,Rameswaram,Ramar Padam
1250569,Rameswaram,Sea World Aquarium
1250623,Rameswaram,Villoondi Tirtham
1250633,Rameswaram,Sugreevar Temple
1250644,Rameswaram,Siva Boating
1250671,Rameswaram,Shri Mahaprabhuji Bethak Lakshmankund
1250743,Rameswaram,Vivekananda Memorial
1250782,Rameswaram,Water Bird Sanctuary
1250785,Ramgarh,Girija Devi Temple
1250791,Ramgarh,Nathuakhan
1250828,Ramnagaram,Janapada Loka
1250868,Ramnagaram,Kanva Dam
1250903,Ramnagar,A One Spa
1250912,Ramnagar,Devbhoomi Outdoor Adventure
1250965,Ramnagar,Jim Corbett National Park
1250975,Ramnagar,Dhikala Guides
1251027,Ramnagar,Jim Corbett Cab
1251146,Ramnagar,Jim Corbett Safari
1251173,Ramnagar,Nature Wanderers
1251305,Ramnagar,Tigers in Corbett
1251360,Rampachodavaram,Rampa Waterfalls
1251364,Rampuriya Bujrg,Shitla Mata Waterfall
1251365,Rampur,Aryabhatt Planetarium
1251370,Ramtek,Ramtek Gad Mandir
1251380,Ranakpur,Ranakpur Adventures
1251384,Rampur,Padam Palace
1251388,Ramtek,Kapoor Baoli
1251390,Ramtek,Shantinath Digambar Jain Temple
1251400,Ramtek,Totladoh Dam
1251408,Ranakpur,Ranakpur Dam
1251422,Ranakpur,Panghat Spa by Tattva
1251423,Ranakpur,Anjali Sisodia
1251455,Ranakpur,Ranakpur Jungle Safari
1251471,Ranakpur,Surya Narayan Temple
1251551,Ranakpur,Shri Falna Swarna Jain Tirth - Golden Jain Temple
1251591,Ranchi,Angrabadi Temple Complex
1251599,Ranchi,Birsa Zoological Park
1251609,Ranchi,Anandmayee Ashram
1251620,Ranchi,Birsa Munda Hockey Stadium
1251666,Ranchi,Biodiversity Park
1251690,Ranchi,Dassam Falls
1251769,Ranchi,Chotanagpur Fun Castle
1251898,Ranchi,Deori Mandir
1251976,Ranchi,Deori Temple
1251986,Ranchi,Hirni Falls
1252006,Ranchi,Hudru Falls
1252066,Ranchi,Hazrat Qutubuddin Baba Risaldar Rehmatullah Alaih
1252341,Ranchi,Jonha Falls
1252351,Ranchi,JD HI Street Mall
1252470,Ranchi,Kanke Dam
1252533,Ranchi,Nakshatra Van
1252543,Ranchi,Muta Crocodile Breeding Centre
1252571,Ranchi,Machli Ghar
1252583,Ranchi,Pahari Mandir
1252648,Ranchi,Oxygen Park
1252673,Ranchi,Panch Gagh Falls
1252710,Ranchi,Patratu Valley
1252724,Ranchi,Ranchi Lake
1252814,Ranchi,Ram Rekha Dham
1252835,Ranchi,Ranchi War Cemetery
1253024,Ranchi,Spring City Mall
1253035,Ranchi,Tagore Hill
1253085,Ranchi,Swami Vivekanand Statue
1253135,Ranikhet,Bhalu Dam
1253142,Ranchi,Yogoda Satsanga Sakha Math
1253152,Ranikhet,Chaubatia
1253445,Ranikhet,Golf Ground Ranikhet
1253519,Ranikhet,Haidakhan Babaji Temple
1253788,Ranikhet,Kalika Temple
1253816,Ranikhet,Naukuchia Taal
1253908,Ranikhet,Rani Jheel
1253946,Ranikhet,Sunset Points
1253987,Ranikhet,Swargashram Binsar Mahadev Mandir
1254045,Ranthambore National Park,Bagh Travels
1254050,Ranipet,Vallimalai hills
1254060,Ranthambore National Park,ISN Ranthambore NP Trips
1254081,Ranthambore National Park,Ranthambore-Jaipur Taxi 24/7
1254093,Ranthambore National Park,Ranthambore Jungle Safari
1254283,Ranthambore National Park,Ranthambore Safari Tours
1254434,Ranthambore National Park,Surwal Lake
1254443,Ranthambore National Park,Ranthambore Taxi
1254474,Ranthambore National Park,Village Women Craft
1254592,Ranthambore National Park,Wild Dragon
1254599,Ratlam,Cactus Garden Sailana
1254613,Rarang Khas,Rarang Monastery
1254616,Ratlam,Kalka Mata Temple
1254631,Ratibandar,Bori Wildlife Sanctuary
1254639,Ratlam,Cactus Garden
1254646,Ratlam,Dholawad Dam
1254652,Ratlam,Bilpakeshwara Temple
1254653,Ratlam,Ganga Sagar
1254680,Ratlam,Gadkhange Mata Temple
1254690,Ratlam,Khamore Bird Sanctuary
1254691,Ratlam,Shri Shantinath Digmber Jain Mandir
1254701,Ratlam,Sagod Jain Temple
1254715,Ratlam,Sailana Wildlife Sanctuary
1254721,Ratnagiri,AAR Mango Farm
1254722,Ratnagiri,Aare Ware Beach
1254735,Ratnagiri,Bhatye Beach
1254755,Ratnagiri,Bamanghal
1254761,Ratnagiri,Aryadurga Devi Temple
1254777,Ratnagiri,Anjanwale Fort
1254808,Ratnagiri,Bhageshwar Temple
1254810,Ratnagiri,Dhamapur Lake
1254813,Ratnagiri,Devgad Beach
1254888,Ratnagiri,Devgad Fort
1254905,Ratnagiri,Dhutpapeshwar Temple
1254918,Ratnagiri,Dhootpapeshwar Temple
1255122,Ratnagiri,Ganeshghule Beach
1255142,Ratnagiri,Jaigad Fort
1255182,Ratnagiri,Gateway of Ratnagiri
1255224,Ratnagiri,Gopalgad Hill
1255296,Ratnagiri,Jaigad Lighthouse
1255363,Ratnagiri,Jay Vinayak Temple Jaigad
1255385,Ratnagiri,Karhateshwar Temple
1255408,Ratnagiri,Kunkeshwar Beach
1255439,Ratnagiri,Kinjale Dam
1255444,Ratnagiri,Mandavi Beach
1255468,Ratnagiri,Kolkewadi Dam
1255482,Ratnagiri,Ratnadurga Fort
1255491,Ratnagiri,Parashuram Temple
